	Unnamed: 0	Unnamed: 0.1	catégorie	salaire	dépenses	patrimoine	Indicateur 1	Indicateur 2	Indicateur 3
35	35	35	cadre	40995.35268279342	38021.8413727236	394483.1963612599	0	0	0
36	36	36	cadre	43429.553245077004	38558.84292793945	402136.3772748492	0	0	0
37	37	37	cadre	24708.90961282729	28630.188829671333	367726.21895173436	0	1	1
38	38	38	cadre	38079.326999590296	36763.95816815501	408230.25216593046	0	0	0
39	39	39	cadre	45234.45913023387	41977.97706613292	397821.0180957429	0	0	0
40	40	40	cadre	45734.95316104232	41717.118071490535	375944.2541446639	0	0	0
41	41	41	cadre	30765.595654864337	32979.01708902346	398738.7480788045	0	0	0
42	42	42	cadre	33764.903430257014	37481.66847124393	417920.35695213854	1	0	0
43	43	43	cadre	43794.07058034084	38370.77806124497	405192.7755242835	0	0	0
44	44	44	cadre	47442.91473148856	41702.13894769657	406029.06886387593	0	0	0
45	45	45	cadre	38401.44689022149	33623.657724340366	365506.4459225604	0	0	0
46	46	46	cadre	44952.68224228086	37213.71837385794	391152.25759706076	0	0	0
47	47	47	cadre	28167.288350870465	36422.960121424236	405258.10622015287	1	0	0
48	48	48	cadre	32125.35800544004	36400.12484743152	418470.07908318745	1	0	0
49	49	49	cadre	40021.942819215474	44352.626383610215	399131.25057527283	0	0	0
50	50	50	cadre	38158.81159994138	37073.7940756812	401003.4218712357	0	0	0
51	51	51	cadre	40265.699347152295	38186.55661860748	405389.3828677486	0	0	0
52	52	52	cadre	38023.410227867	36036.606672924194	386152.93127904716	0	0	0
53	53	53	cadre	34782.64090041701	29953.77892321667	372992.0356713169	0	0	0
54	54	54	cadre	52147.65865737501	48507.414485702575	378283.5895362207	0	0	0
55	55	55	cadre	39881.716733615984	35566.53074746669	401111.1488652781	0	0	0
56	56	56	cadre	46699.10746495602	39752.460870995135	385717.0266995079	0	0	0
57	57	57	cadre	29266.46225711545	28600.436189833155	391080.55402855173	0	0	0
58	58	58	cadre	51058.03522153709	46704.384802511224	399518.3811839568	0	0	0
59	59	59	cadre	40807.21203358156	34680.649684189	390906.49828323757	0	0	0
60	60	60	cadre	39642.108225955715	41374.73979909001	399539.5566594132	0	0	0
61	61	61	cadre	45086.59958107993	39399.87538038385	396738.7153893053	0	0	0
62	62	62	cadre	39955.08680151648	41944.056113329134	371346.01574462577	0	1	1
63	63	63	cadre	44248.79738860897	37433.900689615446	407822.703980335	0	0	0
64	64	64	cadre	47052.33333724745	44961.05217176944	384567.5245795574	0	0	0
65	65	65	cadre	49566.67141961493	48001.621586240144	397237.2214629676	0	0	0
66	66	66	cadre	35906.197039522725	33162.98838360462	374634.8191736199	0	0	0
67	67	67	cadre	47620.66198286754	46698.22471062409	399009.6377561349	0	0	0
68	68	68	cadre	33260.77300909522	31025.731892429867	410169.07016008266	0	0	0
69	69	69	cadre	36796.48066143787	35475.95662981232	374965.5154409592	0	0	0
70	70	70	cadre	40310.73027264267	41204.98844040699	403988.5212017371	0	0	0
71	71	71	cadre	37292.51227740431	38893.62863788712	376936.4370456906	0	0	1
72	72	72	cadre	37378.17908610904	41272.36383481538	422780.0143955822	1	0	0
73	73	73	cadre	36674.23328588406	32349.48987367703	361963.0678477907	0	0	0
74	74	74	cadre	46760.8288560729	41370.744092415815	391563.0748172329	0	0	0
75	75	75	cadre	43124.21030364807	43544.44178503859	386368.1265379301	0	0	0
76	76	76	cadre	44716.68147216152	43991.94283642036	372080.947405038	0	0	0
77	77	77	cadre	44882.28229072087	44191.40014786487	381827.1205545613	0	0	0
78	78	78	cadre	38319.4357497802	35646.95734433715	393463.2938726136	0	0	0
79	79	79	cadre	31216.72632236925	28805.587388087646	375921.69352803694	0	0	0
80	80	80	cadre	43068.03426721283	37650.64677387543	372067.66178545135	0	0	0
81	81	81	cadre	39430.950672350686	45835.29877213542	388181.1785936792	0	0	0
82	82	82	cadre	47908.972293465595	38664.311097837664	385664.3814916111	0	0	0
83	83	83	cadre	56166.07239607644	49813.916679204325	410552.1018699429	0	0	0
84	84	84	cadre	39884.724805895705	34296.294436432465	361169.0452730681	0	0	0
85	85	85	cadre	48344.10117436133	40033.89064338209	378070.1566611332	0	0	0
86	86	86	cadre	32333.263642289687	39578.023133800685	384019.28225039813	0	0	0
87	87	87	cadre	44102.038898088744	44131.488600141754	373560.79240434297	0	0	0
88	88	88	cadre	51054.2085590702	46145.40828306512	381897.8125463566	0	0	0
89	89	89	cadre	43844.80286454576	37499.68537490857	410527.8783902305	0	0	0
90	90	90	cadre	45744.38082977112	41867.207723066334	378704.27926685096	0	0	0
91	91	91	cadre	39718.58070513765	38234.37290271212	398578.6815002365	0	0	0
92	92	92	cadre	57256.48781679968	49506.16566710673	410394.04296333843	0	0	0
93	93	93	cadre	35650.82646279916	34746.2574948366	403382.85797281156	0	0	0
94	94	94	cadre	36287.70459220852	31162.116395273926	404519.6380622451	0	0	0
95	95	95	cadre	35188.345906739916	34211.229843342684	403192.1649281941	0	0	0
96	96	96	cadre	43040.31637157099	39948.869953616515	406951.61437301507	0	0	0
97	97	97	cadre	52458.220897005966	47269.909845940245	378958.005644003	0	0	0
98	98	98	cadre	40080.361357488444	39651.32623117142	378514.12927723257	0	0	0
99	99	99	cadre	39517.55465652271	35761.38887571519	377308.8546160547	0	0	0
100	100	100	cadre	33384.50858921433	34659.90847013789	397480.5844189613	0	0	0
101	101	101	cadre	35922.29814863382	34509.23974223168	413847.91520699725	0	0	0
102	102	102	cadre	49742.11929442668	47579.89997366248	396168.09066379524	0	0	0
103	103	103	cadre	45495.75416654173	42190.39535814942	413575.462613262	0	0	0
104	104	104	cadre	29760.040630891188	33464.168982735224	385490.8688034456	0	0	0
105	105	105	cadre	43668.73724574397	41944.4152220093	437518.44451064547	0	0	0
106	106	106	cadre	40186.912285130245	31982.8573623169	394776.88049449475	0	0	0
107	107	107	cadre	48969.60309021141	50625.99552312442	390806.190745019	0	0	0
108	108	108	cadre	48113.894801284856	42724.615118685215	385023.2876876128	0	0	0
109	109	109	cadre	32463.24958827757	27714.969287446427	400376.161935235	0	0	0
110	110	110	cadre	36462.03608313565	33367.74460662793	373026.852627757	0	0	0
111	111	111	cadre	47612.74218841213	44685.79696704989	362380.5450647012	0	0	0
112	112	112	cadre	46775.602385809456	42784.5311804212	389592.290612876	0	0	0
113	113	113	cadre	55443.54011419707	46919.16730133997	408175.0083511119	0	0	0
114	114	114	cadre	42936.91867544542	43101.205048510565	408645.47227354406	0	0	0
115	115	115	cadre	46819.37861783674	46219.672944717364	415142.82283602585	0	0	0
116	116	116	cadre	48272.39003660274	46520.72388891524	382910.6553328413	0	0	0
117	117	117	cadre	53617.782703850695	47720.65575925316	390032.31435799366	0	0	0
118	118	118	cadre	49348.93883285079	41622.137907013304	368984.8101020537	0	0	0
119	119	119	cadre	43242.9532857554	40729.69175424034	375903.2469508409	0	0	0
120	120	120	cadre	39099.86359860024	37970.29094306808	409006.9175015171	0	0	0
121	121	121	cadre	41395.99086710201	40055.20310007962	383013.6098345089	0	0	0
122	122	122	cadre	36553.02741947686	31345.91477697475	396477.4642207908	0	0	0
123	123	123	cadre	45505.26469387236	43834.348945918944	392481.6318417376	0	0	0
124	124	124	cadre	45383.32838562771	39740.33255635312	388564.2857063053	0	0	0
125	125	125	cadre	35172.86138444893	32342.269311578115	394908.34516946	0	0	0
126	126	126	cadre	39128.9404704546	41346.644115696756	407683.100764459	0	0	0
127	127	127	cadre	32914.77978336654	37459.7559342433	399730.9256092953	0	0	0
128	128	128	cadre	41888.26651551439	35328.71748456328	390059.9087751649	0	0	0
129	129	129	cadre	29575.80796970977	27782.1020562343	377886.79765902477	0	0	0
130	130	130	cadre	40403.254287691845	38284.64658926832	401844.5932603332	0	0	0
131	131	131	cadre	48857.064424890144	42176.64157629451	391199.389090784	0	0	0
132	132	132	cadre	36760.582429788905	36514.73851820367	382419.2967770289	0	0	0
133	133	133	cadre	37614.086812445246	35320.819177402846	390731.5515252585	0	0	0
134	134	134	cadre	43717.0330511286	39811.409971477326	399992.1545311325	0	0	0
135	135	135	cadre	37211.07428493448	36425.99237776253	389181.82174580893	0	0	0
136	136	136	cadre	27098.767627323457	30392.825419512814	406588.3483929517	1	0	0
137	137	137	cadre	36989.87434989335	36007.20208990393	390778.4248337493	0	0	0
138	138	138	cadre	49385.382883061066	47328.93496308145	391575.2169780635	0	0	0
139	139	139	cadre	53652.361380173264	43049.253454392434	398745.2095397672	0	0	0
140	140	140	cadre	42614.310175128616	39481.39382745661	376436.6817777163	0	0	0
141	141	141	cadre	38945.11958536519	36854.32754408632	395986.0667820061	0	0	0
142	142	142	cadre	37836.14542729395	36052.96911475001	370705.9614321319	0	0	0
143	143	143	cadre	53325.72938052463	49991.27896338893	420602.3551439458	0	0	0
144	144	144	cadre	53026.495856956535	50531.17380004759	395848.8573549193	0	0	0
145	145	145	cadre	39980.97827396742	36929.54443648181	383929.8173220934	0	0	0
146	146	146	cadre	40997.344854783616	44184.87203904387	389540.3947872095	0	0	0
147	147	147	cadre	34446.348438189336	41027.177059709495	397373.17439726216	0	0	0
148	148	148	cadre	35038.69152914146	32233.73523223041	388663.0713424876	0	0	0
149	149	149	cadre	35654.38047153721	37752.586036400106	398680.4187519823	0	0	0
150	150	150	cadre	42582.84354639041	42090.18366131183	409749.1933876822	0	0	0
151	151	151	cadre	48813.02849129594	46309.01046591783	406893.6489481052	0	0	0
152	152	152	cadre	41444.594361317526	38845.344213791854	398168.39701097563	0	0	0
153	153	153	cadre	42273.78451954832	48582.35264496069	411980.54333911935	0	0	0
154	154	154	cadre	42603.31897983696	39086.81372754945	380287.3532182443	0	0	0
155	155	155	cadre	40860.51048568223	38932.52662340471	402130.7027580872	0	0	0
156	156	156	cadre	50245.38821154432	44486.51104239456	382562.53684376774	0	0	0
157	157	157	cadre	40003.55743927373	36162.02304553548	387176.4562879538	0	0	0
158	158	158	cadre	50435.83498504749	45312.39983489707	416236.130978208	0	0	0
159	159	159	cadre	34338.975065797385	30285.825301081873	382054.8793250243	0	0	0
160	160	160	cadre	51512.308115176114	46783.62948929273	400498.29720889725	0	0	0
161	161	161	cadre	38915.1944143162	40338.253122926566	400365.7082837445	0	0	0
162	162	162	cadre	43292.7737139382	37857.53749163179	397921.02309525455	0	0	0
163	163	163	cadre	39554.14448431314	40406.56819926221	399346.7943500539	0	0	0
164	164	164	cadre	40861.474498668846	40468.61281057322	398182.8368615793	0	0	0
165	165	165	cadre	32264.9200703398	26681.351338078995	376344.0496354193	0	0	0
166	166	166	cadre	44619.95812379613	40814.50269408498	402653.2445779892	0	0	0
167	167	167	cadre	28539.666205485097	29421.91276040397	389550.81608206755	0	0	0
168	168	168	cadre	43515.718087445886	37060.37578031936	371272.6073756049	0	0	0
169	169	169	cadre	33520.47624114248	31978.34479231259	407874.1867382928	0	0	0
170	170	170	cadre	42963.92794523172	43026.717125664574	398311.42326484615	0	0	0
171	171	171	cadre	46291.44509408745	46607.579567665256	391104.505456052	0	0	0
172	172	172	cadre	37542.846737436266	34508.520537053846	401354.6399107017	0	0	0
173	173	173	cadre	42916.54831004407	35930.077196641614	367148.4597091595	0	0	0
174	174	174	cadre	32671.351722264262	29850.356114366987	408155.6246601152	0	0	0
175	175	175	cadre	39497.53018675909	31825.1739885097	397474.2556616868	0	0	0
176	176	176	cadre	37149.74739422363	36109.01580375634	371487.0531665047	0	0	0
177	177	177	cadre	52484.84847293815	49601.25205434869	397539.2298642068	0	0	0
178	178	178	cadre	47044.35286121091	46664.352508622855	405167.5195058668	0	0	0
179	179	179	cadre	32140.620915892123	33888.97123400077	398711.1963744096	0	0	0
180	180	180	cadre	43092.179095805965	40700.08148830103	400042.93069941865	0	0	0
181	181	181	cadre	38041.34748318592	36463.58319556254	388529.0274828916	0	0	0
182	182	182	cadre	43551.84105789132	39764.21165661192	374756.73491682304	0	0	0
183	183	183	cadre	49091.59171543772	47195.10793957464	397254.9597077411	0	0	0
184	184	184	cadre	38564.30568494395	32199.59696090607	384881.3759018876	0	0	0
185	185	185	cadre	42687.80480014197	39022.56505678077	381613.9663122705	0	0	0
186	186	186	cadre	33118.24894542586	37307.68086766612	390471.3951647271	0	0	0
187	187	187	cadre	42697.45470333853	38474.81909091634	391078.6448445295	0	0	0
188	188	188	cadre	37953.083264761946	35083.456209995566	372778.65324494906	0	0	0
189	189	189	cadre	36753.94837515712	33138.41226837464	401761.8898948671	0	0	0
190	190	190	cadre	40374.40977288268	39241.26869622075	408514.1496981573	0	0	0
191	191	191	cadre	50279.12882648774	44254.39651320443	385807.43944528117	0	0	0
192	192	192	cadre	29204.320291471766	33734.56568593444	353396.54893797985	0	1	1
193	193	193	cadre	40744.0934477476	37152.310826127636	378429.25662596227	0	0	0
194	194	194	cadre	33913.35496163582	35470.23905374037	379880.49446122616	0	0	0
195	195	195	cadre	41186.832857095695	34692.58915430597	408366.3426688158	0	0	0
196	196	196	cadre	40170.728803366095	38457.22508580543	380230.99668805726	0	0	0
197	197	197	cadre	32017.487064188637	30974.908060887163	403739.08100998047	0	0	0
198	198	198	cadre	40093.308180582586	36187.39799017304	384682.1361313039	0	0	0
199	199	199	cadre	40674.510644242015	41285.623964179686	390269.2901977421	0	0	0
200	200	200	cadre	39410.17042317933	34471.025275563064	394160.72492921416	0	0	0
201	201	201	cadre	39983.786630556926	34179.458466043376	398893.8242230485	0	0	0
202	202	202	cadre	40284.482915733504	40296.869292942494	402865.3576391085	0	0	0
203	203	203	cadre	33754.90184495437	34257.4725936353	421305.44237785134	1	0	0
204	204	204	cadre	32331.59040822813	32239.637808038737	411821.08017671923	0	0	0
205	205	205	cadre	44320.82858765538	36646.05476453607	387272.7950486569	0	0	0
206	206	206	cadre	31563.6221302052	29153.39341422828	399300.7863610913	0	0	0
207	207	207	cadre	39855.19287730503	37972.50660496072	355534.09078757005	0	0	0
208	208	208	cadre	41437.017832602185	41327.39053019606	401376.99736936094	0	0	0
209	209	209	cadre	40947.8709829366	35351.79202227105	395019.0113681403	0	0	0
210	210	210	cadre	52992.958623098435	46568.135178583405	390894.49864958826	0	0	0
211	211	211	cadre	44198.22246562992	35969.266614398635	421338.7079282153	0	0	0
212	212	212	cadre	39815.770348824575	41359.13304242315	426368.01848920475	1	0	0
213	213	213	cadre	40761.069707316994	38482.215582456985	396611.6822790107	0	0	0
214	214	214	cadre	45519.07513842365	44812.960636911375	402693.7881823447	0	0	0
215	215	215	cadre	42971.69951740814	34858.2890115206	364382.1442621805	0	0	0
216	216	216	cadre	41505.17954632282	39247.84116765916	391064.32550259656	0	0	0
217	217	217	cadre	52221.003606940525	45445.26495030347	372894.64720088453	0	0	0
218	218	218	cadre	38571.61038950059	36217.838209056164	430136.45225305046	0	0	0
219	219	219	cadre	45956.52439297398	40527.88490339309	406437.90756079694	0	0	0
220	220	220	cadre	39581.768448327166	35460.01141439926	393324.6263967456	0	0	0
221	221	221	cadre	26328.880396042383	30596.669639869702	428551.20543422014	1	0	0
222	222	222	cadre	38140.097017909124	40336.937460509616	366334.27460792393	0	1	1
223	223	223	cadre	51007.771568840704	49555.55560027743	384314.4191281932	0	0	0
224	224	224	cadre	53817.739176293915	44921.315405820525	404151.707027612	0	0	0
225	225	225	cadre	46335.13609387988	42297.14367200879	371001.0525430926	0	0	0
226	226	226	cadre	41497.736833212955	43316.307415005685	400948.0114213377	0	0	0
227	227	227	cadre	36202.72519991228	30200.408032747822	398873.2433492959	0	0	0
228	228	228	cadre	43102.450698971006	38537.8485945452	378976.4169430015	0	0	0
229	229	229	cadre	39850.674962713485	38383.11953145926	373491.8896585109	0	0	0
230	230	230	cadre	49826.4923618801	41148.61471744335	400465.8567790449	0	0	0
231	231	231	cadre	44923.84823778122	37051.021992116286	400359.53014064656	0	0	0
232	232	232	cadre	36193.53466449235	39392.19082577322	367047.90113974974	0	1	1
233	233	233	cadre	46646.61214623875	42690.43751475895	400189.8606354463	0	0	0
234	234	234	cadre	47021.66343515957	45972.87103860457	372351.26084973983	0	0	0
235	235	235	cadre	43023.769299409396	43626.555806109536	395181.0408575699	0	0	0
236	236	236	cadre	45571.840663444375	46160.829834358985	393714.92220270034	0	0	0
237	237	237	cadre	50390.98340986309	45025.0492806283	411131.9392767839	0	0	0
238	238	238	cadre	32944.45662576602	32773.15892400416	405389.311402286	0	0	0
239	239	239	cadre	51122.84418871279	47516.525992833485	378177.22291495046	0	0	0
240	240	240	cadre	34273.323024431134	27130.131684312597	403073.8878768778	0	0	0
241	241	241	cadre	44950.868508736006	46607.485716689596	421367.58543759055	1	0	0
242	242	242	cadre	40228.85022739477	38236.1225628423	406543.33922330063	0	0	0
243	243	243	cadre	32345.91856946905	28371.183003217437	412538.9432458933	0	0	0
244	244	244	cadre	44801.114562735056	44813.942863482414	395356.7693890371	0	0	0
245	245	245	cadre	32049.602885184326	32309.43048982576	421648.5983587093	1	0	0
246	246	246	cadre	28718.010790924804	36288.977854839446	395583.7473287366	0	0	0
247	247	247	cadre	45469.034042007195	40581.299126653474	398929.9761202113	0	0	0
248	248	248	cadre	39269.0409682565	43773.935515721736	396609.827987599	0	0	0
249	249	249	cadre	41237.2443875285	40855.64034262658	362887.6964550076	0	0	0
250	250	250	cadre	34621.88014781461	30837.64589439168	396632.3351788761	0	0	0
251	251	251	cadre	44633.15219009065	42087.097340881184	399566.18457924726	0	0	0
252	252	252	cadre	45165.291720043366	38874.71470300892	394333.42417541717	0	0	0
253	253	253	cadre	42507.29890660918	41826.59023132712	393119.11279850564	0	0	0
254	254	254	cadre	48771.81637874776	45520.32694633645	376785.0730172565	0	0	0
255	255	255	cadre	46235.12628029333	41849.1363964619	387577.9591530979	0	0	0
256	256	256	cadre	38542.984039994015	42199.97990104561	394661.3151310471	0	0	0
257	257	257	cadre	56331.31912208824	49538.32387949403	405128.4384527154	0	0	0
258	258	258	cadre	45325.927261935525	38414.022538711964	388508.921079324	0	0	0
259	259	259	cadre	45057.6488143829	39875.424483090224	403213.1580975632	0	0	0
260	260	260	cadre	46763.031570239844	43416.289819845486	376049.7577316574	0	0	0
261	261	261	cadre	40479.450569326174	39921.8459893546	413604.3188573189	0	0	0
262	262	262	cadre	48835.70538545867	41898.69391440014	400947.1672281149	0	0	0
263	263	263	cadre	37814.710250751916	37751.360719389886	385627.2406130087	0	0	0
264	264	264	cadre	37741.49654739798	40327.55255279472	403911.049665189	0	0	0
265	265	265	cadre	42578.36107533268	38669.24090047963	400221.71616445313	0	0	0
266	266	266	cadre	34363.41540601098	32625.286319323222	400905.12133709906	0	0	0
267	267	267	cadre	44140.68402461833	42757.869089913096	387798.8474626796	0	0	0
268	268	268	cadre	33294.76879143751	28327.945797162734	390335.25845213037	0	0	0
269	269	269	cadre	45959.94445335664	44214.11598047463	384408.33544367796	0	0	0
270	270	270	cadre	41631.005800718034	39361.21425653325	373078.0354456949	0	0	0
271	271	271	cadre	42355.3016762924	38784.927157005164	402638.6569817443	0	0	0
272	272	272	cadre	45356.74641433726	48643.38423788421	400366.4614127668	0	0	0
273	273	273	cadre	41663.287886689264	41715.25962446317	394679.2811901788	0	0	0
274	274	274	cadre	39091.139920655565	41331.95408221278	368265.20736984507	0	1	1
275	275	275	cadre	42565.76090365345	40710.084016517765	412341.41314500594	0	0	0
276	276	276	cadre	43353.915452345886	44478.1136765738	409754.87200968654	0	0	0
277	277	277	cadre	33064.7206443129	31401.957595066688	416558.68435333576	0	0	0
278	278	278	cadre	39977.83433811843	40958.51097896922	386403.0489720708	0	0	0
279	279	279	cadre	50620.61217531258	43449.75254277376	378247.2328533332	0	0	0
280	280	280	cadre	39090.61067961007	36846.02592261238	405673.496180862	0	0	0
281	281	281	cadre	46838.72701567775	43929.99408788709	400057.94381917396	0	0	0
282	282	282	cadre	42500.17660283315	37109.691767774726	391521.3611967277	0	0	0
283	283	283	cadre	46186.18264281273	41943.36302117209	390453.6218803664	0	0	0
284	284	284	cadre	46862.92253200343	43986.14563391998	391120.28002535115	0	0	0
285	285	285	cadre	40146.29321042691	36208.58748635808	391812.3433156946	0	0	0
286	286	286	cadre	44405.737193555	42969.40880799888	410242.05333913036	0	0	0
287	287	287	cadre	48479.955927592666	41474.0858435053	393895.8328688775	0	0	0
288	288	288	cadre	43103.134900756486	40346.1301235082	403051.22796074225	0	0	0
289	289	289	cadre	37568.83911962652	36293.7064102064	417483.9101571712	0	0	0
290	290	290	cadre	41374.066799599925	36533.465772880714	394529.79858966026	0	0	0
291	291	291	cadre	42918.936548420614	37229.30955605656	402601.6457145155	0	0	0
292	292	292	cadre	44378.834550424406	36978.026615047005	387266.6152412962	0	0	0
293	293	293	cadre	37643.2773185622	35499.856289590134	407604.33475911437	0	0	0
294	294	294	cadre	49934.68438061497	45013.649939446346	392918.58317292243	0	0	0
295	295	295	cadre	42068.91933220738	38661.41181917407	398148.65660913405	0	0	0
296	296	296	cadre	30162.819069735226	33011.739267343415	386105.9988172044	0	0	0
297	297	297	cadre	44247.855374643	39087.063550749284	381538.0525552525	0	0	0
298	298	298	cadre	45789.03017656659	41929.64224553858	377035.75455466367	0	0	0
299	299	299	cadre	29523.19778261147	34107.970003780734	388819.26147653616	0	0	0
300	300	300	cadre	49122.198187228474	47231.55382365222	379000.59058937	0	0	0
301	301	301	cadre	52992.05248803197	45515.431516303426	422576.219238631	0	0	0
302	302	302	cadre	43940.90570018306	43288.093977188284	346454.4612836034	0	0	0
303	303	303	cadre	48024.7020295683	46799.179317932285	383269.86798493547	0	0	0
304	304	304	cadre	48772.64825229966	45278.803725994454	437308.1346411872	0	0	0
305	305	305	cadre	43425.9312193348	42804.22993561952	415517.4771005133	0	0	0
306	306	306	cadre	36912.68933798942	38882.2045487525	379139.2801528732	0	0	1
307	307	307	cadre	51622.776135646396	46434.071154780126	392900.0739377541	0	0	0
308	308	308	cadre	33589.34794273978	33979.91358861262	416129.76869596017	1	0	0
309	309	309	cadre	44278.89635549881	39388.25497251142	379057.8406582353	0	0	0
310	310	310	cadre	47525.15840455431	47094.67040552027	387752.10052434687	0	0	0
311	311	311	cadre	46403.909328882146	40859.78133011857	383898.4583197622	0	0	0
312	312	312	cadre	46670.424017209596	44369.48614989493	397743.33982229134	0	0	0
313	313	313	cadre	30696.90290708032	30411.710555313668	381419.2668365485	0	0	0
314	314	314	cadre	45816.47237425267	41843.55448533932	394951.6013536418	0	0	0
315	315	315	cadre	45818.6570633465	41811.49269788712	395460.22619359975	0	0	0
316	316	316	cadre	45987.390353405164	42119.7393629547	412343.1007051664	0	0	0
317	317	317	cadre	45553.29736463474	45943.13455342811	390244.07452112815	0	0	0
318	318	318	cadre	40304.84771033748	37776.414015749375	387485.94192987436	0	0	0
319	319	319	cadre	43926.74450404231	38027.58017323391	405579.1379166	0	0	0
320	320	320	cadre	38788.67143273277	37457.89900734803	398229.7231039626	0	0	0
321	321	321	cadre	42571.3587962476	42656.864386331465	409164.9375626473	0	0	0
322	322	322	cadre	36046.98228549727	34485.44646386471	389710.2634814081	0	0	0
323	323	323	cadre	37403.20664253733	37906.56875689154	410434.2385299458	0	0	0
324	324	324	cadre	44261.57221437161	38968.333772686565	368053.9223209596	0	0	0
325	325	325	cadre	39628.401878392586	39740.59705877656	393682.5030714317	0	0	0
326	326	326	cadre	40159.64786238651	37576.88268676221	397464.84155733016	0	0	0
327	327	327	cadre	45978.91770036193	45764.37468550941	405237.841453786	0	0	0
328	328	328	cadre	40756.052224206076	39526.707881936076	398400.27357463	0	0	0
329	329	329	cadre	45861.69619596777	43374.637912290316	391535.82995501376	0	0	0
330	330	330	cadre	35535.26667197528	35630.56977965709	402747.1638200184	0	0	0
331	331	331	cadre	44438.03310054945	40052.22357820768	414509.03355454677	0	0	0
332	332	332	cadre	39426.52738955426	39246.665645376896	407155.5780031664	0	0	0
333	333	333	cadre	34965.862461943165	35638.748616098965	369338.0217445525	0	1	1
334	334	334	cadre	46396.23220175081	41917.5603263888	414049.0808224377	0	0	0
335	335	335	cadre	35940.55043154326	38399.155876560086	386743.0671152947	0	0	0
336	336	336	cadre	35632.92853168051	36055.70140042585	403648.58328870696	0	0	0
337	337	337	cadre	46024.89788381983	40393.83931349199	398647.2715265701	0	0	0
338	338	338	cadre	39034.945433724235	40066.6869679444	374223.83184393577	0	1	1
339	339	339	cadre	47928.21934418196	42242.12552860058	375560.0406716545	0	0	0
340	340	340	cadre	45465.00023508159	39802.52011599922	397848.87031192594	0	0	0
341	341	341	cadre	39703.61855093689	40499.90216335102	408832.2508082078	0	0	0
342	342	342	cadre	44122.172438774716	45928.792231415886	381847.14470298	0	0	0
343	343	343	cadre	40438.299882699896	37447.53770444304	364709.45131329366	0	0	0
344	344	344	cadre	42193.297878164645	37953.24964626194	365263.6473068728	0	0	0
345	345	345	cadre	48460.56117070231	40073.345945619534	391108.04345097404	0	0	0
346	346	346	cadre	41650.41028237557	37693.13196661722	399578.16389461607	0	0	0
